DistanceNodes:
[
24	17	17	21	13	21	27	20	20	24	16	24	0	11	9	7	13	5	11	20	12	16	16	8	30	16	31	24	23	28	20	28	34	27	26	31	23	31	31	24	23	28	20	28	34	27	26	31	23	31	37	32	25	24	29	21	29	27	32	25	24	29	21	29	35	28	27	32	24	32	25	28	33	26	25	30	22	30	36	29	28	33	25	33	26	29	26	29	16	17	18	19	20
17	10	10	14	6	14	20	20	17	24	16	17	11	0	10	6	6	14	20	20	17	24	16	17	30	10	24	17	16	21	13	21	27	25	22	29	21	24	24	17	16	21	13	21	27	25	22	29	21	24	35	25	18	17	22	14	22	23	25	18	17	22	14	22	28	26	23	30	22	25	18	24	26	19	18	23	15	23	29	27	24	31	23	26	19	25	19	25	9	10	11	12	13
17	10	8	14	6	14	20	17	14	21	13	17	9	10	0	14	6	6	12	17	9	17	13	9	27	7	23	16	15	20	12	20	26	22	21	26	18	23	23	16	15	20	12	20	26	22	21	26	18	23	32	24	17	16	21	13	21	22	24	17	16	21	13	21	27	23	22	27	19	24	17	23	25	18	17	22	14	22	28	24	23	28	20	25	18	24	18	24	8	9	10	11	12
21	14	14	18	10	18	24	24	21	28	20	21	7	6	14	0	10	10	16	24	17	21	20	13	34	14	28	21	20	25	17	25	31	29	26	33	25	28	28	21	20	25	17	25	31	29	26	33	25	28	39	29	22	21	26	18	26	27	29	22	21	26	18	26	32	30	27	34	26	29	22	28	30	23	22	27	19	27	33	31	28	35	27	30	23	29	23	29	13	14	15	16	17
13	6	6	10	2	10	16	16	13	20	12	13	13	6	6	10	0	10	16	16	13	20	12	13	26	6	20	13	12	17	9	17	23	21	18	25	17	20	20	13	12	17	9	17	23	21	18	25	17	20	31	21	14	13	18	10	18	19	21	14	13	18	10	18	24	22	19	26	18	21	14	20	22	15	14	19	11	19	25	23	20	27	19	22	15	21	15	21	5	6	7	8	9
21	14	14	18	10	18	24	17	17	21	13	21	5	14	6	10	10	0	8	17	9	13	13	5	27	13	28	21	20	25	17	25	31	24	23	28	20	28	28	21	20	25	17	25	31	24	23	28	20	28	34	29	22	21	26	18	26	24	29	22	21	26	18	26	32	25	24	29	21	29	22	25	30	23	22	27	19	27	33	26	25	30	22	30	23	26	23	26	13	14	15	16	17
27	20	20	24	16	24	24	17	17	21	13	21	11	20	12	16	16	8	0	11	9	7	13	5	27	16	34	27	26	31	23	31	31	24	23	28	20	28	34	27	26	31	23	31	31	24	23	28	20	28	34	35	28	27	32	24	32	24	35	28	27	32	24	32	32	25	24	29	21	29	28	25	36	29	28	33	25	33	33	26	25	30	22	30	29	26	29	26	16	17	18	19	20
20	20	17	24	16	17	17	10	10	14	6	14	20	20	17	24	16	17	11	0	10	6	6	14	20	10	27	25	22	29	21	24	24	17	16	21	13	21	27	25	22	29	21	24	24	17	16	21	13	21	27	28	26	23	30	22	25	17	28	26	23	30	22	25	25	18	17	22	14	22	24	18	29	27	24	31	23	26	26	19	18	23	15	23	25	19	25	19	9	10	11	12	13
20	17	14	21	13	17	17	10	8	14	6	14	12	17	9	17	13	9	9	10	0	14	6	6	20	7	26	22	21	26	18	23	23	16	15	20	12	20	26	22	21	26	18	23	23	16	15	20	12	20	26	27	23	22	27	19	24	16	27	23	22	27	19	24	24	17	16	21	13	21	23	17	28	24	23	28	20	25	25	18	17	22	14	22	24	18	24	18	8	9	10	11	12
24	24	21	28	20	21	21	14	14	18	10	18	16	24	17	21	20	13	7	6	14	0	10	10	24	14	31	29	26	33	25	28	28	21	20	25	17	25	31	29	26	33	25	28	28	21	20	25	17	25	31	32	30	27	34	26	29	21	32	30	27	34	26	29	29	22	21	26	18	26	28	22	33	31	28	35	27	30	30	23	22	27	19	27	29	23	29	23	13	14	15	16	17
16	16	13	20	12	13	13	6	6	10	2	10	16	16	13	20	12	13	13	6	6	10	0	10	16	6	23	21	18	25	17	20	20	13	12	17	9	17	23	21	18	25	17	20	20	13	12	17	9	17	23	24	22	19	26	18	21	13	24	22	19	26	18	21	21	14	13	18	10	18	20	14	25	23	20	27	19	22	22	15	14	19	11	19	21	15	21	15	5	6	7	8	9
24	17	17	21	13	21	21	14	14	18	10	18	8	17	9	13	13	5	5	14	6	10	10	0	24	13	31	24	23	28	20	28	28	21	20	25	17	25	31	24	23	28	20	28	28	21	20	25	17	25	31	32	25	24	29	21	29	21	32	25	24	29	21	29	29	22	21	26	18	26	25	22	33	26	25	30	22	30	30	23	22	27	19	27	26	23	26	23	13	14	15	16	17
22	30	23	27	26	19	13	12	20	8	16	16	30	30	27	34	26	27	27	20	20	24	16	24	0	20	37	35	32	39	31	34	34	27	26	31	23	31	37	35	32	39	31	34	34	27	26	31	23	31	37	38	36	33	40	32	35	27	38	36	33	40	32	35	35	28	27	32	24	32	34	28	39	37	34	41	33	36	36	29	28	33	25	33	35	29	35	29	19	20	21	22	23
16	10	7	14	6	13	16	10	7	14	6	13	16	10	7	14	6	13	16	10	7	14	6	13	20	0	22	15	14	19	11	19	22	15	14	19	11	19	22	15	14	19	11	19	22	15	14	19	11	19	25	23	16	15	20	12	20	15	23	16	15	20	12	20	23	16	15	20	12	20	16	16	24	17	16	21	13	21	24	17	16	21	13	21	17	17	17	17	7	8	9	10	11
31	24	23	28	20	28	34	27	26	31	23	31	31	24	23	28	20	28	34	27	26	31	23	31	37	22	0	13	11	9	15	7	13	22	14	18	18	10	26	19	19	23	15	23	29	22	22	26	18	26	24	31	24	23	28	20	28	26	31	24	23	28	20	28	34	27	26	31	23	31	24	27	32	25	24	29	21	29	35	28	27	32	24	32	25	28	25	28	17	16	17	18	19
24	17	16	21	13	21	27	25	22	29	21	24	24	17	16	21	13	21	27	25	22	29	21	24	35	15	13	0	12	8	8	16	22	22	19	26	18	19	19	12	12	16	8	16	22	22	19	26	18	19	32	24	17	16	21	13	21	22	24	17	16	21	13	21	27	25	22	29	21	24	17	23	25	18	17	22	14	22	28	26	23	30	22	25	18	24	18	24	10	9	10	11	12
23	16	15	20	12	20	26	22	21	26	18	23	23	16	15	20	12	20	26	22	21	26	18	23	32	14	11	12	0	16	8	8	14	19	11	19	15	11	19	12	10	16	8	16	22	19	16	23	15	19	25	23	16	15	20	12	20	21	23	16	15	20	12	20	26	22	21	26	18	23	16	22	24	17	16	21	13	21	27	23	22	27	19	24	17	23	17	23	9	8	9	10	11
28	21	20	25	17	25	31	29	26	33	25	28	28	21	20	25	17	25	31	29	26	33	25	28	39	19	9	8	16	0	12	12	18	26	19	23	22	15	23	16	16	20	12	20	26	26	23	30	22	23	29	28	21	20	25	17	25	26	28	21	20	25	17	25	31	29	26	33	25	28	21	27	29	22	21	26	18	26	32	30	27	34	26	29	22	28	22	28	14	13	14	15	16
20	13	12	17	9	17	23	21	18	25	17	20	20	13	12	17	9	17	23	21	18	25	17	20	31	11	15	8	8	12	0	12	18	18	15	22	14	15	15	8	8	12	4	12	18	18	15	22	14	15	28	20	13	12	17	9	17	18	20	13	12	17	9	17	23	21	18	25	17	20	13	19	21	14	13	18	10	18	24	22	19	26	18	21	14	20	14	20	6	5	6	7	8
28	21	20	25	17	25	31	24	23	28	20	28	28	21	20	25	17	25	31	24	23	28	20	28	34	19	7	16	8	12	12	0	10	19	11	15	15	7	23	16	16	20	12	20	26	19	19	23	15	23	21	28	21	20	25	17	25	23	28	21	20	25	17	25	31	24	23	28	20	28	21	24	29	22	21	26	18	26	32	25	24	29	21	29	22	25	22	25	14	13	14	15	16
34	27	26	31	23	31	31	24	23	28	20	28	34	27	26	31	23	31	31	24	23	28	20	28	34	22	13	22	14	18	18	10	0	13	11	9	15	7	29	22	22	26	18	26	26	19	19	23	15	23	15	34	27	26	31	23	31	23	34	27	26	31	23	31	31	24	23	28	20	28	27	24	35	28	27	32	24	32	32	25	24	29	21	29	28	25	28	25	17	16	17	18	19
27	25	22	29	21	24	24	17	16	21	13	21	27	25	22	29	21	24	24	17	16	21	13	21	27	15	22	22	19	26	18	19	13	0	12	8	8	16	22	22	19	26	18	19	19	12	12	16	8	16	14	27	25	22	29	21	24	16	27	25	22	29	21	24	24	17	16	21	13	21	23	17	28	26	23	30	22	25	25	18	17	22	14	22	24	18	24	18	10	9	10	11	12
26	22	21	26	18	23	23	16	15	20	12	20	26	22	21	26	18	23	23	16	15	20	12	20	26	14	14	19	11	19	15	11	11	12	0	16	8	8	22	19	16	23	15	19	19	12	10	16	8	16	22	26	22	21	26	18	23	15	26	22	21	26	18	23	23	16	15	20	12	20	22	16	27	23	22	27	19	24	24	17	16	21	13	21	23	17	23	17	9	8	9	10	11
31	29	26	33	25	28	28	21	20	25	17	25	31	29	26	33	25	28	28	21	20	25	17	25	31	19	18	26	19	23	22	15	9	8	16	0	12	12	26	26	23	30	22	23	23	16	16	20	12	20	10	31	29	26	33	25	28	20	31	29	26	33	25	28	28	21	20	25	17	25	27	21	32	30	27	34	26	29	29	22	21	26	18	26	28	22	28	22	14	13	14	15	16
23	21	18	25	17	20	20	13	12	17	9	17	23	21	18	25	17	20	20	13	12	17	9	17	23	11	18	18	15	22	14	15	15	8	8	12	0	12	18	18	15	22	14	15	15	8	8	12	4	12	18	23	21	18	25	17	20	12	23	21	18	25	17	20	20	13	12	17	9	17	19	13	24	22	19	26	18	21	21	14	13	18	10	18	20	14	20	14	6	5	6	7	8
31	24	23	28	20	28	28	21	20	25	17	25	31	24	23	28	20	28	28	21	20	25	17	25	31	19	10	19	11	15	15	7	7	16	8	12	12	0	26	19	19	23	15	23	23	16	16	20	12	20	18	31	24	23	28	20	28	20	31	24	23	28	20	28	28	21	20	25	17	25	24	21	32	25	24	29	21	29	29	22	21	26	18	26	25	22	25	22	14	13	14	15	16
31	24	23	28	20	28	34	27	26	31	23	31	31	24	23	28	20	28	34	27	26	31	23	31	37	22	26	19	19	23	15	23	29	22	22	26	18	26	0	13	11	9	15	7	13	22	14	18	18	10	32	31	24	23	28	20	28	26	31	24	23	28	20	28	34	27	26	31	23	31	24	27	32	25	24	29	21	29	35	28	27	32	24	32	25	28	25	28	17	16	17	18	19
24	17	16	21	13	21	27	25	22	29	21	24	24	17	16	21	13	21	27	25	22	29	21	24	35	15	19	12	12	16	8	16	22	22	19	26	18	19	13	0	12	8	8	16	22	22	19	26	18	19	32	24	17	16	21	13	21	22	24	17	16	21	13	21	27	25	22	29	21	24	17	23	25	18	17	22	14	22	28	26	23	30	22	25	18	24	18	24	10	9	10	11	12
23	16	15	20	12	20	26	22	21	26	18	23	23	16	15	20	12	20	26	22	21	26	18	23	32	14	19	12	10	16	8	16	22	19	16	23	15	19	11	12	0	16	8	8	14	19	11	19	15	11	29	23	16	15	20	12	20	21	23	16	15	20	12	20	26	22	21	26	18	23	16	22	24	17	16	21	13	21	27	23	22	27	19	24	17	23	17	23	9	8	9	10	11
28	21	20	25	17	25	31	29	26	33	25	28	28	21	20	25	17	25	31	29	26	33	25	28	39	19	23	16	16	20	12	20	26	26	23	30	22	23	9	8	16	0	12	12	18	26	19	23	22	15	36	28	21	20	25	17	25	26	28	21	20	25	17	25	31	29	26	33	25	28	21	27	29	22	21	26	18	26	32	30	27	34	26	29	22	28	22	28	14	13	14	15	16
20	13	12	17	9	17	23	21	18	25	17	20	20	13	12	17	9	17	23	21	18	25	17	20	31	11	15	8	8	12	4	12	18	18	15	22	14	15	15	8	8	12	0	12	18	18	15	22	14	15	28	20	13	12	17	9	17	18	20	13	12	17	9	17	23	21	18	25	17	20	13	19	21	14	13	18	10	18	24	22	19	26	18	21	14	20	14	20	6	5	6	7	8
28	21	20	25	17	25	31	24	23	28	20	28	28	21	20	25	17	25	31	24	23	28	20	28	34	19	23	16	16	20	12	20	26	19	19	23	15	23	7	16	8	12	12	0	10	19	11	15	15	7	29	28	21	20	25	17	25	23	28	21	20	25	17	25	31	24	23	28	20	28	21	24	29	22	21	26	18	26	32	25	24	29	21	29	22	25	22	25	14	13	14	15	16
34	27	26	31	23	31	31	24	23	28	20	28	34	27	26	31	23	31	31	24	23	28	20	28	34	22	29	22	22	26	18	26	26	19	19	23	15	23	13	22	14	18	18	10	0	13	11	9	15	7	29	34	27	26	31	23	31	23	34	27	26	31	23	31	31	24	23	28	20	28	27	24	35	28	27	32	24	32	32	25	24	29	21	29	28	25	28	25	17	16	17	18	19
27	25	22	29	21	24	24	17	16	21	13	21	27	25	22	29	21	24	24	17	16	21	13	21	27	15	22	22	19	26	18	19	19	12	12	16	8	16	22	22	19	26	18	19	13	0	12	8	8	16	22	27	25	22	29	21	24	16	27	25	22	29	21	24	24	17	16	21	13	21	23	17	28	26	23	30	22	25	25	18	17	22	14	22	24	18	24	18	10	9	10	11	12
26	22	21	26	18	23	23	16	15	20	12	20	26	22	21	26	18	23	23	16	15	20	12	20	26	14	22	19	16	23	15	19	19	12	10	16	8	16	14	19	11	19	15	11	11	12	0	16	8	8	22	26	22	21	26	18	23	15	26	22	21	26	18	23	23	16	15	20	12	20	22	16	27	23	22	27	19	24	24	17	16	21	13	21	23	17	23	17	9	8	9	10	11
31	29	26	33	25	28	28	21	20	25	17	25	31	29	26	33	25	28	28	21	20	25	17	25	31	19	26	26	23	30	22	23	23	16	16	20	12	20	18	26	19	23	22	15	9	8	16	0	12	12	26	31	29	26	33	25	28	20	31	29	26	33	25	28	28	21	20	25	17	25	27	21	32	30	27	34	26	29	29	22	21	26	18	26	28	22	28	22	14	13	14	15	16
23	21	18	25	17	20	20	13	12	17	9	17	23	21	18	25	17	20	20	13	12	17	9	17	23	11	18	18	15	22	14	15	15	8	8	12	4	12	18	18	15	22	14	15	15	8	8	12	0	12	18	23	21	18	25	17	20	12	23	21	18	25	17	20	20	13	12	17	9	17	19	13	24	22	19	26	18	21	21	14	13	18	10	18	20	14	20	14	6	5	6	7	8
31	24	23	28	20	28	28	21	20	25	17	25	31	24	23	28	20	28	28	21	20	25	17	25	31	19	26	19	19	23	15	23	23	16	16	20	12	20	10	19	11	15	15	7	7	16	8	12	12	0	26	31	24	23	28	20	28	20	31	24	23	28	20	28	28	21	20	25	17	25	24	21	32	25	24	29	21	29	29	22	21	26	18	26	25	22	25	22	14	13	14	15	16
37	35	32	39	31	34	34	27	26	31	23	31	37	35	32	39	31	34	34	27	26	31	23	31	37	25	24	32	25	29	28	21	15	14	22	10	18	18	32	32	29	36	28	29	29	22	22	26	18	26	0	37	35	32	39	31	34	26	37	35	32	39	31	34	34	27	26	31	23	31	33	27	38	36	33	40	32	35	35	28	27	32	24	32	34	28	34	28	20	19	20	21	22
32	25	24	29	21	29	35	28	27	32	24	32	32	25	24	29	21	29	35	28	27	32	24	32	38	23	31	24	23	28	20	28	34	27	26	31	23	31	31	24	23	28	20	28	34	27	26	31	23	31	37	0	13	11	9	15	7	14	26	19	19	23	15	23	29	22	22	26	18	26	23	26	31	24	23	28	20	28	34	27	26	31	23	31	24	27	24	27	18	17	16	17	18
25	18	17	22	14	22	28	26	23	30	22	25	25	18	17	22	14	22	28	26	23	30	22	25	36	16	24	17	16	21	13	21	27	25	22	29	21	24	24	17	16	21	13	21	27	25	22	29	21	24	35	13	0	12	8	8	16	19	19	12	12	16	8	16	22	22	19	26	18	19	16	22	24	17	16	21	13	21	27	25	22	29	21	24	17	23	17	23	11	10	9	10	11
24	17	16	21	13	21	27	23	22	27	19	24	24	17	16	21	13	21	27	23	22	27	19	24	33	15	23	16	15	20	12	20	26	22	21	26	18	23	23	16	15	20	12	20	26	22	21	26	18	23	32	11	12	0	16	8	8	11	19	12	10	16	8	16	22	19	16	23	15	19	15	21	23	16	15	20	12	20	26	22	21	26	18	23	16	22	16	22	10	9	8	9	10
29	22	21	26	18	26	32	30	27	34	26	29	29	22	21	26	18	26	32	30	27	34	26	29	40	20	28	21	20	25	17	25	31	29	26	33	25	28	28	21	20	25	17	25	31	29	26	33	25	28	39	9	8	16	0	12	12	19	23	16	16	20	12	20	26	26	23	30	22	23	20	26	28	21	20	25	17	25	31	29	26	33	25	28	21	27	21	27	15	14	13	14	15
21	14	13	18	10	18	24	22	19	26	18	21	21	14	13	18	10	18	24	22	19	26	18	21	32	12	20	13	12	17	9	17	23	21	18	25	17	20	20	13	12	17	9	17	23	21	18	25	17	20	31	15	8	8	12	0	12	15	15	8	8	12	4	12	18	18	15	22	14	15	12	18	20	13	12	17	9	17	23	21	18	25	17	20	13	19	13	19	7	6	5	6	7
29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	35	20	28	21	20	25	17	25	31	24	23	28	20	28	28	21	20	25	17	25	31	24	23	28	20	28	34	7	16	8	12	12	0	11	23	16	16	20	12	20	26	19	19	23	15	23	20	23	28	21	20	25	17	25	31	24	23	28	20	28	21	24	21	24	15	14	13	14	15
27	23	22	27	19	24	24	17	16	21	13	21	27	23	22	27	19	24	24	17	16	21	13	21	27	15	26	22	21	26	18	23	23	16	15	20	12	20	26	22	21	26	18	23	23	16	15	20	12	20	26	14	19	11	19	15	11	0	22	19	16	23	15	19	19	12	10	16	8	16	21	15	26	22	21	26	18	23	23	16	15	20	12	20	22	16	22	16	10	9	8	9	10
32	25	24	29	21	29	35	28	27	32	24	32	32	25	24	29	21	29	35	28	27	32	24	32	38	23	31	24	23	28	20	28	34	27	26	31	23	31	31	24	23	28	20	28	34	27	26	31	23	31	37	26	19	19	23	15	23	22	0	13	11	9	15	7	13	22	14	18	18	10	23	26	31	24	23	28	20	28	34	27	26	31	23	31	24	27	24	27	18	17	16	17	18
25	18	17	22	14	22	28	26	23	30	22	25	25	18	17	22	14	22	28	26	23	30	22	25	36	16	24	17	16	21	13	21	27	25	22	29	21	24	24	17	16	21	13	21	27	25	22	29	21	24	35	19	12	12	16	8	16	19	13	0	12	8	8	16	22	22	19	26	18	19	16	22	24	17	16	21	13	21	27	25	22	29	21	24	17	23	17	23	11	10	9	10	11
24	17	16	21	13	21	27	23	22	27	19	24	24	17	16	21	13	21	27	23	22	27	19	24	33	15	23	16	15	20	12	20	26	22	21	26	18	23	23	16	15	20	12	20	26	22	21	26	18	23	32	19	12	10	16	8	16	16	11	12	0	16	8	8	14	19	11	19	15	11	15	21	23	16	15	20	12	20	26	22	21	26	18	23	16	22	16	22	10	9	8	9	10
29	22	21	26	18	26	32	30	27	34	26	29	29	22	21	26	18	26	32	30	27	34	26	29	40	20	28	21	20	25	17	25	31	29	26	33	25	28	28	21	20	25	17	25	31	29	26	33	25	28	39	23	16	16	20	12	20	23	9	8	16	0	12	12	18	26	19	23	22	15	20	26	28	21	20	25	17	25	31	29	26	33	25	28	21	27	21	27	15	14	13	14	15
21	14	13	18	10	18	24	22	19	26	18	21	21	14	13	18	10	18	24	22	19	26	18	21	32	12	20	13	12	17	9	17	23	21	18	25	17	20	20	13	12	17	9	17	23	21	18	25	17	20	31	15	8	8	12	4	12	15	15	8	8	12	0	12	18	18	15	22	14	15	12	18	20	13	12	17	9	17	23	21	18	25	17	20	13	19	13	19	7	6	5	6	7
29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	35	20	28	21	20	25	17	25	31	24	23	28	20	28	28	21	20	25	17	25	31	24	23	28	20	28	34	23	16	16	20	12	20	19	7	16	8	12	12	0	10	19	11	15	15	7	20	23	28	21	20	25	17	25	31	24	23	28	20	28	21	24	21	24	15	14	13	14	15
35	28	27	32	24	32	32	25	24	29	21	29	35	28	27	32	24	32	32	25	24	29	21	29	35	23	34	27	26	31	23	31	31	24	23	28	20	28	34	27	26	31	23	31	31	24	23	28	20	28	34	29	22	22	26	18	26	19	13	22	14	18	18	10	0	13	11	9	15	7	26	23	34	27	26	31	23	31	31	24	23	28	20	28	27	24	27	24	18	17	16	17	18
28	26	23	30	22	25	25	18	17	22	14	22	28	26	23	30	22	25	25	18	17	22	14	22	28	16	27	25	22	29	21	24	24	17	16	21	13	21	27	25	22	29	21	24	24	17	16	21	13	21	27	22	22	19	26	18	19	12	22	22	19	26	18	19	13	0	12	8	8	16	22	16	27	25	22	29	21	24	24	17	16	21	13	21	23	17	23	17	11	10	9	10	11
27	23	22	27	19	24	24	17	16	21	13	21	27	23	22	27	19	24	24	17	16	21	13	21	27	15	26	22	21	26	18	23	23	16	15	20	12	20	26	22	21	26	18	23	23	16	15	20	12	20	26	22	19	16	23	15	19	10	14	19	11	19	15	11	11	12	0	16	8	8	21	15	26	22	21	26	18	23	23	16	15	20	12	20	22	16	22	16	10	9	8	9	10
32	30	27	34	26	29	29	22	21	26	18	26	32	30	27	34	26	29	29	22	21	26	18	26	32	20	31	29	26	33	25	28	28	21	20	25	17	25	31	29	26	33	25	28	28	21	20	25	17	25	31	26	26	23	30	22	23	16	18	26	19	23	22	15	9	8	16	0	12	12	26	20	31	29	26	33	25	28	28	21	20	25	17	25	27	21	27	21	15	14	13	14	15
24	22	19	26	18	21	21	14	13	18	10	18	24	22	19	26	18	21	21	14	13	18	10	18	24	12	23	21	18	25	17	20	20	13	12	17	9	17	23	21	18	25	17	20	20	13	12	17	9	17	23	18	18	15	22	14	15	8	18	18	15	22	14	15	15	8	8	12	0	12	18	12	23	21	18	25	17	20	20	13	12	17	9	17	19	13	19	13	7	6	5	6	7
32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	20	31	24	23	28	20	28	28	21	20	25	17	25	31	24	23	28	20	28	28	21	20	25	17	25	31	26	19	19	23	15	23	16	10	19	11	15	15	7	7	16	8	12	12	0	23	20	31	24	23	28	20	28	28	21	20	25	17	25	24	21	24	21	15	14	13	14	15
25	18	17	22	14	22	28	24	23	28	20	25	25	18	17	22	14	22	28	24	23	28	20	25	34	16	24	17	16	21	13	21	27	23	22	27	19	24	24	17	16	21	13	21	27	23	22	27	19	24	33	23	16	15	20	12	20	21	23	16	15	20	12	20	26	22	21	26	18	23	0	11	19	12	10	16	8	16	22	19	16	23	15	19	15	21	15	21	11	10	9	8	9
28	24	23	28	20	25	25	18	17	22	14	22	28	24	23	28	20	25	25	18	17	22	14	22	28	16	27	23	22	27	19	24	24	17	16	21	13	21	27	23	22	27	19	24	24	17	16	21	13	21	27	26	22	21	26	18	23	15	26	22	21	26	18	23	23	16	15	20	12	20	11	0	22	19	16	23	15	19	19	12	10	16	8	16	21	15	21	15	11	10	9	8	9
33	26	25	30	22	30	36	29	28	33	25	33	33	26	25	30	22	30	36	29	28	33	25	33	39	24	32	25	24	29	21	29	35	28	27	32	24	32	32	25	24	29	21	29	35	28	27	32	24	32	38	31	24	23	28	20	28	26	31	24	23	28	20	28	34	27	26	31	23	31	19	22	0	13	11	9	15	7	13	22	14	18	18	10	23	26	23	26	19	18	17	16	17
26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	37	17	25	18	17	22	14	22	28	26	23	30	22	25	25	18	17	22	14	22	28	26	23	30	22	25	36	24	17	16	21	13	21	22	24	17	16	21	13	21	27	25	22	29	21	24	12	19	13	0	12	8	8	16	22	22	19	26	18	19	16	22	16	22	12	11	10	9	10
25	18	17	22	14	22	28	24	23	28	20	25	25	18	17	22	14	22	28	24	23	28	20	25	34	16	24	17	16	21	13	21	27	23	22	27	19	24	24	17	16	21	13	21	27	23	22	27	19	24	33	23	16	15	20	12	20	21	23	16	15	20	12	20	26	22	21	26	18	23	10	16	11	12	0	16	8	8	14	19	11	19	15	11	15	21	15	21	11	10	9	8	9
