DistanceNodes:
[
21	14	14	18	10	18	24	17	17	21	13	21	5	14	6	10	10	0	8	17	9	13	13	5	27	13	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	32	27	20	19	24	16	24	22	27	20	19	24	16	24	30	23	22	27	19	27	12	13
27	20	20	24	16	24	24	17	17	21	13	21	11	20	12	16	16	8	0	11	9	7	13	5	27	16	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	33	26	25	30	22	30	22	33	26	25	30	22	30	30	23	22	27	19	27	15	16
20	20	17	24	16	17	17	10	10	14	6	14	20	20	17	24	16	17	11	0	10	6	6	14	20	10	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	26	24	21	28	20	23	15	26	24	21	28	20	23	23	16	15	20	12	20	8	9
20	17	14	21	13	17	17	10	8	14	6	14	12	17	9	17	13	9	9	10	0	14	6	6	20	7	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	25	21	20	25	17	22	14	25	21	20	25	17	22	22	15	14	19	11	19	7	8
24	24	21	28	20	21	21	14	14	18	10	18	16	24	17	21	20	13	7	6	14	0	10	10	24	14	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	30	28	25	32	24	27	19	30	28	25	32	24	27	27	20	19	24	16	24	12	13
16	16	13	20	12	13	13	6	6	10	2	10	16	16	13	20	12	13	13	6	6	10	0	10	16	6	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	22	20	17	24	16	19	11	22	20	17	24	16	19	19	12	11	16	8	16	4	5
24	17	17	21	13	21	21	14	14	18	10	18	8	17	9	13	13	5	5	14	6	10	10	0	24	13	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	30	23	22	27	19	27	19	30	23	22	27	19	27	27	20	19	24	16	24	12	13
22	30	23	27	26	19	13	12	20	8	16	16	30	30	27	34	26	27	27	20	20	24	16	24	0	20	35	33	30	37	29	32	32	25	24	29	21	29	35	33	30	37	29	32	32	25	24	29	21	29	35	36	34	31	38	30	33	25	36	34	31	38	30	33	33	26	25	30	22	30	18	19
16	10	7	14	6	13	16	10	7	14	6	13	16	10	7	14	6	13	16	10	7	14	6	13	20	0	20	13	12	17	9	17	20	13	12	17	9	17	20	13	12	17	9	17	20	13	12	17	9	17	23	21	14	13	18	10	18	13	21	14	13	18	10	18	21	14	13	18	10	18	6	7
29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	35	20	0	11	9	7	13	5	11	20	12	16	16	8	24	17	17	21	13	21	27	20	20	24	16	24	22	29	22	21	26	18	26	24	29	22	21	26	18	26	32	25	24	29	21	29	15	16
22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	33	13	11	0	10	6	6	14	20	20	17	24	16	17	17	10	10	14	6	14	20	20	17	24	16	17	30	22	15	14	19	11	19	20	22	15	14	19	11	19	25	23	20	27	19	22	8	9
21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	30	12	9	10	0	14	6	6	12	17	9	17	13	9	17	10	8	14	6	14	20	17	14	21	13	17	23	21	14	13	18	10	18	19	21	14	13	18	10	18	24	20	19	24	16	21	7	8
26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	37	17	7	6	14	0	10	10	16	24	17	21	20	13	21	14	14	18	10	18	24	24	21	28	20	21	27	26	19	18	23	15	23	24	26	19	18	23	15	23	29	27	24	31	23	26	12	13
18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	29	9	13	6	6	10	0	10	16	16	13	20	12	13	13	6	6	10	2	10	16	16	13	20	12	13	26	18	11	10	15	7	15	16	18	11	10	15	7	15	21	19	16	23	15	18	4	5
26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	32	17	5	14	6	10	10	0	8	17	9	13	13	5	21	14	14	18	10	18	24	17	17	21	13	21	19	26	19	18	23	15	23	21	26	19	18	23	15	23	29	22	21	26	18	26	12	13
32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	20	11	20	12	16	16	8	0	11	9	7	13	5	27	20	20	24	16	24	24	17	17	21	13	21	13	32	25	24	29	21	29	21	32	25	24	29	21	29	29	22	21	26	18	26	15	16
25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	13	20	20	17	24	16	17	11	0	10	6	6	14	20	20	17	24	16	17	17	10	10	14	6	14	12	25	23	20	27	19	22	14	25	23	20	27	19	22	22	15	14	19	11	19	8	9
24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	12	12	17	9	17	13	9	9	10	0	14	6	6	20	17	14	21	13	17	17	10	8	14	6	14	20	24	20	19	24	16	21	13	24	20	19	24	16	21	21	14	13	18	10	18	7	8
29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	17	16	24	17	21	20	13	7	6	14	0	10	10	24	24	21	28	20	21	21	14	14	18	10	18	8	29	27	24	31	23	26	18	29	27	24	31	23	26	26	19	18	23	15	23	12	13
21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	9	16	16	13	20	12	13	13	6	6	10	0	10	16	16	13	20	12	13	13	6	6	10	2	10	16	21	19	16	23	15	18	10	21	19	16	23	15	18	18	11	10	15	7	15	4	5
29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	17	8	17	9	13	13	5	5	14	6	10	10	0	24	17	17	21	13	21	21	14	14	18	10	18	16	29	22	21	26	18	26	18	29	22	21	26	18	26	26	19	18	23	15	23	12	13
29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	35	20	24	17	17	21	13	21	27	20	20	24	16	24	0	11	9	7	13	5	11	20	12	16	16	8	30	29	22	21	26	18	26	24	29	22	21	26	18	26	32	25	24	29	21	29	15	16
22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	33	13	17	10	10	14	6	14	20	20	17	24	16	17	11	0	10	6	6	14	20	20	17	24	16	17	30	22	15	14	19	11	19	20	22	15	14	19	11	19	25	23	20	27	19	22	8	9
21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	30	12	17	10	8	14	6	14	20	17	14	21	13	17	9	10	0	14	6	6	12	17	9	17	13	9	27	21	14	13	18	10	18	19	21	14	13	18	10	18	24	20	19	24	16	21	7	8
26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	37	17	21	14	14	18	10	18	24	24	21	28	20	21	7	6	14	0	10	10	16	24	17	21	20	13	34	26	19	18	23	15	23	24	26	19	18	23	15	23	29	27	24	31	23	26	12	13
18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	29	9	13	6	6	10	2	10	16	16	13	20	12	13	13	6	6	10	0	10	16	16	13	20	12	13	26	18	11	10	15	7	15	16	18	11	10	15	7	15	21	19	16	23	15	18	4	5
26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	32	17	21	14	14	18	10	18	24	17	17	21	13	21	5	14	6	10	10	0	8	17	9	13	13	5	27	26	19	18	23	15	23	21	26	19	18	23	15	23	29	22	21	26	18	26	12	13
32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	20	27	20	20	24	16	24	24	17	17	21	13	21	11	20	12	16	16	8	0	11	9	7	13	5	27	32	25	24	29	21	29	21	32	25	24	29	21	29	29	22	21	26	18	26	15	16
25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	13	20	20	17	24	16	17	17	10	10	14	6	14	20	20	17	24	16	17	11	0	10	6	6	14	20	25	23	20	27	19	22	14	25	23	20	27	19	22	22	15	14	19	11	19	8	9
24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	12	20	17	14	21	13	17	17	10	8	14	6	14	12	17	9	17	13	9	9	10	0	14	6	6	20	24	20	19	24	16	21	13	24	20	19	24	16	21	21	14	13	18	10	18	7	8
29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	17	24	24	21	28	20	21	21	14	14	18	10	18	16	24	17	21	20	13	7	6	14	0	10	10	24	29	27	24	31	23	26	18	29	27	24	31	23	26	26	19	18	23	15	23	12	13
21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	9	16	16	13	20	12	13	13	6	6	10	2	10	16	16	13	20	12	13	13	6	6	10	0	10	16	21	19	16	23	15	18	10	21	19	16	23	15	18	18	11	10	15	7	15	4	5
29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	17	24	17	17	21	13	21	21	14	14	18	10	18	8	17	9	13	13	5	5	14	6	10	10	0	24	29	22	21	26	18	26	18	29	22	21	26	18	26	26	19	18	23	15	23	12	13
35	33	30	37	29	32	32	25	24	29	21	29	35	33	30	37	29	32	32	25	24	29	21	29	35	23	22	30	23	27	26	19	13	12	20	8	16	16	30	30	27	34	26	27	27	20	20	24	16	24	0	35	33	30	37	29	32	24	35	33	30	37	29	32	32	25	24	29	21	29	18	19
30	23	22	27	19	27	33	26	25	30	22	30	30	23	22	27	19	27	33	26	25	30	22	30	36	21	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	35	0	11	9	7	13	5	12	24	17	17	21	13	21	27	20	20	24	16	24	15	16
23	16	15	20	12	20	26	24	21	28	20	23	23	16	15	20	12	20	26	24	21	28	20	23	34	14	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	33	11	0	10	6	6	14	17	17	10	10	14	6	14	20	20	17	24	16	17	8	9
22	15	14	19	11	19	25	21	20	25	17	22	22	15	14	19	11	19	25	21	20	25	17	22	31	13	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	30	9	10	0	14	6	6	9	17	10	8	14	6	14	20	17	14	21	13	17	7	8
27	20	19	24	16	24	30	28	25	32	24	27	27	20	19	24	16	24	30	28	25	32	24	27	38	18	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	37	7	6	14	0	10	10	17	21	14	14	18	10	18	24	24	21	28	20	21	12	13
19	12	11	16	8	16	22	20	17	24	16	19	19	12	11	16	8	16	22	20	17	24	16	19	30	10	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	29	13	6	6	10	0	10	13	13	6	6	10	2	10	16	16	13	20	12	13	4	5
27	20	19	24	16	24	30	23	22	27	19	27	27	20	19	24	16	24	30	23	22	27	19	27	33	18	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	32	5	14	6	10	10	0	9	21	14	14	18	10	18	24	17	17	21	13	21	12	13
25	21	20	25	17	22	22	15	14	19	11	19	25	21	20	25	17	22	22	15	14	19	11	19	25	13	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	12	17	9	17	13	9	0	20	17	14	21	13	17	17	10	8	14	6	14	7	8
30	23	22	27	19	27	33	26	25	30	22	30	30	23	22	27	19	27	33	26	25	30	22	30	36	21	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	35	24	17	17	21	13	21	20	0	11	9	7	13	5	11	20	12	16	16	8	15	16
23	16	15	20	12	20	26	24	21	28	20	23	23	16	15	20	12	20	26	24	21	28	20	23	34	14	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	33	17	10	10	14	6	14	17	11	0	10	6	6	14	20	20	17	24	16	17	8	9
22	15	14	19	11	19	25	21	20	25	17	22	22	15	14	19	11	19	25	21	20	25	17	22	31	13	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	30	17	10	8	14	6	14	14	9	10	0	14	6	6	12	17	9	17	13	9	7	8
27	20	19	24	16	24	30	28	25	32	24	27	27	20	19	24	16	24	30	28	25	32	24	27	38	18	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	37	21	14	14	18	10	18	21	7	6	14	0	10	10	16	24	17	21	20	13	12	13
19	12	11	16	8	16	22	20	17	24	16	19	19	12	11	16	8	16	22	20	17	24	16	19	30	10	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	29	13	6	6	10	2	10	13	13	6	6	10	0	10	16	16	13	20	12	13	4	5
27	20	19	24	16	24	30	23	22	27	19	27	27	20	19	24	16	24	30	23	22	27	19	27	33	18	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	32	21	14	14	18	10	18	17	5	14	6	10	10	0	8	17	9	13	13	5	12	13
33	26	25	30	22	30	30	23	22	27	19	27	33	26	25	30	22	30	30	23	22	27	19	27	33	21	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	27	20	20	24	16	24	17	11	20	12	16	16	8	0	11	9	7	13	5	15	16
26	24	21	28	20	23	23	16	15	20	12	20	26	24	21	28	20	23	23	16	15	20	12	20	26	14	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	20	20	17	24	16	17	10	20	20	17	24	16	17	11	0	10	6	6	14	8	9
25	21	20	25	17	22	22	15	14	19	11	19	25	21	20	25	17	22	22	15	14	19	11	19	25	13	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	20	17	14	21	13	17	8	12	17	9	17	13	9	9	10	0	14	6	6	7	8
30	28	25	32	24	27	27	20	19	24	16	24	30	28	25	32	24	27	27	20	19	24	16	24	30	18	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	24	24	21	28	20	21	14	16	24	17	21	20	13	7	6	14	0	10	10	12	13
22	20	17	24	16	19	19	12	11	16	8	16	22	20	17	24	16	19	19	12	11	16	8	16	22	10	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	16	16	13	20	12	13	6	16	16	13	20	12	13	13	6	6	10	0	10	4	5
30	23	22	27	19	27	27	20	19	24	16	24	30	23	22	27	19	27	27	20	19	24	16	24	30	18	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	24	17	17	21	13	21	14	8	17	9	13	13	5	5	14	6	10	10	0	12	13
15	8	7	12	4	12	15	8	7	12	4	12	15	8	7	12	4	12	15	8	7	12	4	12	18	6	15	8	7	12	4	12	15	8	7	12	4	12	15	8	7	12	4	12	15	8	7	12	4	12	18	15	8	7	12	4	12	7	15	8	7	12	4	12	15	8	7	12	4	12	0	1
16	9	8	13	5	13	16	9	8	13	5	13	16	9	8	13	5	13	16	9	8	13	5	13	19	7	16	9	8	13	5	13	16	9	8	13	5	13	16	9	8	13	5	13	16	9	8	13	5	13	19	16	9	8	13	5	13	8	16	9	8	13	5	13	16	9	8	13	5	13	1	0
]
