DistanceNodes:
[
8	17	9	13	13	5	5	14	6	10	10	0	24	17	17	21	13	21	21	14	14	18	10	18	16	13	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	12	13	14
24	17	17	21	13	21	27	20	20	24	16	24	0	11	9	7	13	5	11	20	12	16	16	8	30	16	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	35	15	16	17
17	10	10	14	6	14	20	20	17	24	16	17	11	0	10	6	6	14	20	20	17	24	16	17	30	10	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	33	8	9	10
17	10	8	14	6	14	20	17	14	21	13	17	9	10	0	14	6	6	12	17	9	17	13	9	27	7	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	30	7	8	9
21	14	14	18	10	18	24	24	21	28	20	21	7	6	14	0	10	10	16	24	17	21	20	13	34	14	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	37	12	13	14
13	6	6	10	2	10	16	16	13	20	12	13	13	6	6	10	0	10	16	16	13	20	12	13	26	6	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	29	4	5	6
21	14	14	18	10	18	24	17	17	21	13	21	5	14	6	10	10	0	8	17	9	13	13	5	27	13	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	32	12	13	14
27	20	20	24	16	24	24	17	17	21	13	21	11	20	12	16	16	8	0	11	9	7	13	5	27	16	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	15	16	17
20	20	17	24	16	17	17	10	10	14	6	14	20	20	17	24	16	17	11	0	10	6	6	14	20	10	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	8	9	10
20	17	14	21	13	17	17	10	8	14	6	14	12	17	9	17	13	9	9	10	0	14	6	6	20	7	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	7	8	9
24	24	21	28	20	21	21	14	14	18	10	18	16	24	17	21	20	13	7	6	14	0	10	10	24	14	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	12	13	14
16	16	13	20	12	13	13	6	6	10	2	10	16	16	13	20	12	13	13	6	6	10	0	10	16	6	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	4	5	6
24	17	17	21	13	21	21	14	14	18	10	18	8	17	9	13	13	5	5	14	6	10	10	0	24	13	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	12	13	14
22	30	23	27	26	19	13	12	20	8	16	16	30	30	27	34	26	27	27	20	20	24	16	24	0	20	35	33	30	37	29	32	32	25	24	29	21	29	35	33	30	37	29	32	32	25	24	29	21	29	35	18	19	20
16	10	7	14	6	13	16	10	7	14	6	13	16	10	7	14	6	13	16	10	7	14	6	13	20	0	20	13	12	17	9	17	20	13	12	17	9	17	20	13	12	17	9	17	20	13	12	17	9	17	23	6	7	8
29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	35	20	0	11	9	7	13	5	11	20	12	16	16	8	24	17	17	21	13	21	27	20	20	24	16	24	22	15	16	17
22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	33	13	11	0	10	6	6	14	20	20	17	24	16	17	17	10	10	14	6	14	20	20	17	24	16	17	30	8	9	10
21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	30	12	9	10	0	14	6	6	12	17	9	17	13	9	17	10	8	14	6	14	20	17	14	21	13	17	23	7	8	9
26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	37	17	7	6	14	0	10	10	16	24	17	21	20	13	21	14	14	18	10	18	24	24	21	28	20	21	27	12	13	14
18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	29	9	13	6	6	10	0	10	16	16	13	20	12	13	13	6	6	10	2	10	16	16	13	20	12	13	26	4	5	6
26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	32	17	5	14	6	10	10	0	8	17	9	13	13	5	21	14	14	18	10	18	24	17	17	21	13	21	19	12	13	14
32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	20	11	20	12	16	16	8	0	11	9	7	13	5	27	20	20	24	16	24	24	17	17	21	13	21	13	15	16	17
25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	13	20	20	17	24	16	17	11	0	10	6	6	14	20	20	17	24	16	17	17	10	10	14	6	14	12	8	9	10
24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	12	12	17	9	17	13	9	9	10	0	14	6	6	20	17	14	21	13	17	17	10	8	14	6	14	20	7	8	9
29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	17	16	24	17	21	20	13	7	6	14	0	10	10	24	24	21	28	20	21	21	14	14	18	10	18	8	12	13	14
21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	9	16	16	13	20	12	13	13	6	6	10	0	10	16	16	13	20	12	13	13	6	6	10	2	10	16	4	5	6
29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	17	8	17	9	13	13	5	5	14	6	10	10	0	24	17	17	21	13	21	21	14	14	18	10	18	16	12	13	14
29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	35	20	24	17	17	21	13	21	27	20	20	24	16	24	0	11	9	7	13	5	11	20	12	16	16	8	30	15	16	17
22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	33	13	17	10	10	14	6	14	20	20	17	24	16	17	11	0	10	6	6	14	20	20	17	24	16	17	30	8	9	10
21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	30	12	17	10	8	14	6	14	20	17	14	21	13	17	9	10	0	14	6	6	12	17	9	17	13	9	27	7	8	9
26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	37	17	21	14	14	18	10	18	24	24	21	28	20	21	7	6	14	0	10	10	16	24	17	21	20	13	34	12	13	14
18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	29	9	13	6	6	10	2	10	16	16	13	20	12	13	13	6	6	10	0	10	16	16	13	20	12	13	26	4	5	6
26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	32	17	21	14	14	18	10	18	24	17	17	21	13	21	5	14	6	10	10	0	8	17	9	13	13	5	27	12	13	14
32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	20	27	20	20	24	16	24	24	17	17	21	13	21	11	20	12	16	16	8	0	11	9	7	13	5	27	15	16	17
25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	13	20	20	17	24	16	17	17	10	10	14	6	14	20	20	17	24	16	17	11	0	10	6	6	14	20	8	9	10
24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	12	20	17	14	21	13	17	17	10	8	14	6	14	12	17	9	17	13	9	9	10	0	14	6	6	20	7	8	9
29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	17	24	24	21	28	20	21	21	14	14	18	10	18	16	24	17	21	20	13	7	6	14	0	10	10	24	12	13	14
21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	9	16	16	13	20	12	13	13	6	6	10	2	10	16	16	13	20	12	13	13	6	6	10	0	10	16	4	5	6
29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	17	24	17	17	21	13	21	21	14	14	18	10	18	8	17	9	13	13	5	5	14	6	10	10	0	24	12	13	14
35	33	30	37	29	32	32	25	24	29	21	29	35	33	30	37	29	32	32	25	24	29	21	29	35	23	22	30	23	27	26	19	13	12	20	8	16	16	30	30	27	34	26	27	27	20	20	24	16	24	0	18	19	20
15	8	7	12	4	12	15	8	7	12	4	12	15	8	7	12	4	12	15	8	7	12	4	12	18	6	15	8	7	12	4	12	15	8	7	12	4	12	15	8	7	12	4	12	15	8	7	12	4	12	18	0	1	2
16	9	8	13	5	13	16	9	8	13	5	13	16	9	8	13	5	13	16	9	8	13	5	13	19	7	16	9	8	13	5	13	16	9	8	13	5	13	16	9	8	13	5	13	16	9	8	13	5	13	19	1	0	1
17	10	9	14	6	14	17	10	9	14	6	14	17	10	9	14	6	14	17	10	9	14	6	14	20	8	17	10	9	14	6	14	17	10	9	14	6	14	17	10	9	14	6	14	17	10	9	14	6	14	20	2	1	0
]
