!Areas:
Windows: [
	!( Nodes )
	!Lock all functions in floor 5 to floor 5
	( 8 ) 85
	( 15 ) 88
	( 26 ) 86
	( 27 ) 86
	( 29 ) 88
]


LockedFunctions: [
	!( Functions Nodes )
	!The emergency department locked to the emercency entrance
	( 1 8  ) 1
	!Reception and pasient information + LMS + Ministry locked to the public entrance
	( 6 26 ) 1
	( 7 26 ) 1
	( 9 26 ) 1
	
	!Floor 1
	( 1 7 ) 1
	( 1 8 ) 1
	( 1 10 ) 1
	( 1 12 ) 1
	( 5 3 ) 1
	( 5 15 ) 1
	( 5 18 ) 1
	( 6 26 ) 1
	( 7 26 ) 1
	( 9 26 ) 1
	( 10 21 ) 1
	( 10 22 ) 1
	( 10 23 ) 1
	( 16 25 ) 1
	( 19 9 ) 1
	( 19 12 ) 1
	( 19 21 ) 1
	( 36 3 ) 1
	( 36 4 ) 1
	( 36 5 ) 1
	( 42 1 ) 1
	( 42 4 ) 1
	( 42 6 ) 1
	( 47 8 ) 1
	( 47 11 ) 1
	( 50 2 ) 1
	( 50 13 ) 1
	( 50 14 ) 1
	( 51 19 ) 1
	( 51 20 ) 1
	( 53 19 ) 1
	( 53 22 ) 1
	( 53 24 ) 1
	( 54 16 ) 1
	( 54 17 ) 1
	
	!Floor 2
	
	
	!Floor 3
	( 3 61 ) 1
	( 3 63 ) 1
	( 11 54 ) 1
	( 11 58 ) 1
	( 12 52 ) 1
	( 12 53 ) 1
	( 12 60 ) 1
	( 14 67 ) 1
	( 22 60 ) 1
	( 24 62 ) 1
	( 24 64 ) 1
	( 25 55 ) 1
	( 25 56 ) 1
	( 31 68 ) 1
	( 31 69 ) 1
	( 33 57 ) 1
	( 34 54 ) 1
	( 44 61 ) 1
	( 48 59 ) 1
	( 48 65 ) 1
	( 48 66 ) 1
	( 48 67 ) 1
	( 57 68 ) 1
	( 57 70 ) 1
	
	!Floor 4
	( 4 72 ) 1
	( 13 75 ) 1
	( 20 79 ) 1
	( 20 84 ) 1
	( 23 71 ) 1
	( 28 80 ) 1
	( 28 81 ) 1
	( 28 82 ) 1
	( 28 83 ) 1
	( 30 73 ) 1
	( 30 78 ) 1
	( 43 73 ) 1
	( 56 74 ) 1
	( 56 75 ) 1
	( 56 77 ) 1
	
	!Floor 5
	( 8 85 ) 1
	( 15 88 ) 1
	( 26 86 ) 1
	( 27 86 ) 1
	( 29 88 ) 1
	
]

LockedMinimumFraction: [
	!( Functions Nodes ) Fraction
	
]

LockFloor : [
	( 1 1 ) 1
	( 1 5 ) 1
	( 1 6 ) 1
	( 1 7 ) 1
	( 1 9 ) 1
	( 1 10 ) 1
	( 1 16 ) 1
	( 1 19 ) 1
	( 1 36 ) 1
	( 1 42 ) 1
	( 1 47 ) 1
	( 1 50 ) 1
	( 1 51 ) 1
	( 1 53 ) 1
	( 1 54 ) 1
	( 2 2 ) 1
	( 2 17 ) 1
	( 2 18 ) 1
	( 2 21 ) 1
	( 2 32 ) 1
	( 2 35 ) 1
	( 2 37 ) 1
	( 2 38 ) 1
	( 2 39 ) 1
	( 2 40 ) 1
	( 2 41 ) 1
	( 2 45 ) 1
	( 2 46 ) 1
	( 2 49 ) 1
	( 2 52 ) 1
	( 2 55 ) 1
	( 3 3 ) 1
	( 3 11 ) 1
	( 3 12 ) 1
	( 3 14 ) 1
	( 3 22 ) 1
	( 3 24 ) 1
	( 3 25 ) 1
	( 3 31 ) 1
	( 3 33 ) 1
	( 3 34 ) 1
	( 3 44 ) 1
	( 3 48 ) 1
	( 3 57 ) 1
	( 4 4 ) 1
	( 4 13 ) 1
	( 4 20 ) 1
	( 4 23 ) 1
	( 4 28 ) 1
	( 4 30 ) 1
	( 4 43 ) 1
	( 4 56 ) 1
	( 5 8 ) 1
	( 5 15 ) 1
	( 5 26 ) 1
	( 5 27 ) 1
	( 5 29 ) 1
]

LockNotFloor : []
LockSameFloor : []
