DistanceNodes:
[
21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	22	20	17	24	16	19	11	22	20	17	24	16	19	19	12	11	16	8	16	18	12	23	21	18	25	17	20	20	13	12	17	9	17	19	13	19	13	7	6	5	4
29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	30	23	22	27	19	27	19	30	23	22	27	19	27	27	20	19	24	16	24	23	20	31	24	23	28	20	28	28	21	20	25	17	25	24	21	24	21	15	14	13	12
29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	35	30	23	22	27	19	27	25	30	23	22	27	19	27	33	26	25	30	22	30	23	26	31	24	23	28	20	28	34	27	26	31	23	31	24	27	24	27	18	17	16	15
22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	33	23	16	15	20	12	20	21	23	16	15	20	12	20	26	24	21	28	20	23	16	22	24	17	16	21	13	21	27	25	22	29	21	24	17	23	17	23	11	10	9	8
21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	30	22	15	14	19	11	19	20	22	15	14	19	11	19	25	21	20	25	17	22	15	21	23	16	15	20	12	20	26	22	21	26	18	23	16	22	16	22	10	9	8	7
26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	37	27	20	19	24	16	24	25	27	20	19	24	16	24	30	28	25	32	24	27	20	26	28	21	20	25	17	25	31	29	26	33	25	28	21	27	21	27	15	14	13	12
18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	29	19	12	11	16	8	16	17	19	12	11	16	8	16	22	20	17	24	16	19	12	18	20	13	12	17	9	17	23	21	18	25	17	20	13	19	13	19	7	6	5	4
26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	32	27	20	19	24	16	24	22	27	20	19	24	16	24	30	23	22	27	19	27	20	23	28	21	20	25	17	25	31	24	23	28	20	28	21	24	21	24	15	14	13	12
32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	33	26	25	30	22	30	22	33	26	25	30	22	30	30	23	22	27	19	27	26	23	34	27	26	31	23	31	31	24	23	28	20	28	27	24	27	24	18	17	16	15
25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	26	24	21	28	20	23	15	26	24	21	28	20	23	23	16	15	20	12	20	22	16	27	25	22	29	21	24	24	17	16	21	13	21	23	17	23	17	11	10	9	8
24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	25	21	20	25	17	22	14	25	21	20	25	17	22	22	15	14	19	11	19	21	15	26	22	21	26	18	23	23	16	15	20	12	20	22	16	22	16	10	9	8	7
29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	30	28	25	32	24	27	19	30	28	25	32	24	27	27	20	19	24	16	24	26	20	31	29	26	33	25	28	28	21	20	25	17	25	27	21	27	21	15	14	13	12
21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	22	20	17	24	16	19	11	22	20	17	24	16	19	19	12	11	16	8	16	18	12	23	21	18	25	17	20	20	13	12	17	9	17	19	13	19	13	7	6	5	4
29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	30	23	22	27	19	27	19	30	23	22	27	19	27	27	20	19	24	16	24	23	20	31	24	23	28	20	28	28	21	20	25	17	25	24	21	24	21	15	14	13	12
35	33	30	37	29	32	32	25	24	29	21	29	35	33	30	37	29	32	32	25	24	29	21	29	35	36	34	31	38	30	33	25	36	34	31	38	30	33	33	26	25	30	22	30	32	26	37	35	32	39	31	34	34	27	26	31	23	31	33	27	33	27	21	20	19	18
20	13	12	17	9	17	20	13	12	17	9	17	20	13	12	17	9	17	20	13	12	17	9	17	23	21	14	13	18	10	18	13	21	14	13	18	10	18	21	14	13	18	10	18	14	14	22	15	14	19	11	19	22	15	14	19	11	19	15	15	15	15	9	8	7	6
0	11	9	7	13	5	11	20	12	16	16	8	24	17	17	21	13	21	27	20	20	24	16	24	22	29	22	21	26	18	26	24	29	22	21	26	18	26	32	25	24	29	21	29	22	25	30	23	22	27	19	27	33	26	25	30	22	30	23	26	23	26	18	17	16	15
11	0	10	6	6	14	20	20	17	24	16	17	17	10	10	14	6	14	20	20	17	24	16	17	30	22	15	14	19	11	19	20	22	15	14	19	11	19	25	23	20	27	19	22	15	21	23	16	15	20	12	20	26	24	21	28	20	23	16	22	16	22	11	10	9	8
9	10	0	14	6	6	12	17	9	17	13	9	17	10	8	14	6	14	20	17	14	21	13	17	23	21	14	13	18	10	18	19	21	14	13	18	10	18	24	20	19	24	16	21	14	20	22	15	14	19	11	19	25	21	20	25	17	22	15	21	15	21	10	9	8	7
7	6	14	0	10	10	16	24	17	21	20	13	21	14	14	18	10	18	24	24	21	28	20	21	27	26	19	18	23	15	23	24	26	19	18	23	15	23	29	27	24	31	23	26	19	25	27	20	19	24	16	24	30	28	25	32	24	27	20	26	20	26	15	14	13	12
13	6	6	10	0	10	16	16	13	20	12	13	13	6	6	10	2	10	16	16	13	20	12	13	26	18	11	10	15	7	15	16	18	11	10	15	7	15	21	19	16	23	15	18	11	17	19	12	11	16	8	16	22	20	17	24	16	19	12	18	12	18	7	6	5	4
5	14	6	10	10	0	8	17	9	13	13	5	21	14	14	18	10	18	24	17	17	21	13	21	19	26	19	18	23	15	23	21	26	19	18	23	15	23	29	22	21	26	18	26	19	22	27	20	19	24	16	24	30	23	22	27	19	27	20	23	20	23	15	14	13	12
11	20	12	16	16	8	0	11	9	7	13	5	27	20	20	24	16	24	24	17	17	21	13	21	13	32	25	24	29	21	29	21	32	25	24	29	21	29	29	22	21	26	18	26	25	22	33	26	25	30	22	30	30	23	22	27	19	27	26	23	26	23	18	17	16	15
20	20	17	24	16	17	11	0	10	6	6	14	20	20	17	24	16	17	17	10	10	14	6	14	12	25	23	20	27	19	22	14	25	23	20	27	19	22	22	15	14	19	11	19	21	15	26	24	21	28	20	23	23	16	15	20	12	20	22	16	22	16	11	10	9	8
12	17	9	17	13	9	9	10	0	14	6	6	20	17	14	21	13	17	17	10	8	14	6	14	20	24	20	19	24	16	21	13	24	20	19	24	16	21	21	14	13	18	10	18	20	14	25	21	20	25	17	22	22	15	14	19	11	19	21	15	21	15	10	9	8	7
16	24	17	21	20	13	7	6	14	0	10	10	24	24	21	28	20	21	21	14	14	18	10	18	8	29	27	24	31	23	26	18	29	27	24	31	23	26	26	19	18	23	15	23	25	19	30	28	25	32	24	27	27	20	19	24	16	24	26	20	26	20	15	14	13	12
16	16	13	20	12	13	13	6	6	10	0	10	16	16	13	20	12	13	13	6	6	10	2	10	16	21	19	16	23	15	18	10	21	19	16	23	15	18	18	11	10	15	7	15	17	11	22	20	17	24	16	19	19	12	11	16	8	16	18	12	18	12	7	6	5	4
8	17	9	13	13	5	5	14	6	10	10	0	24	17	17	21	13	21	21	14	14	18	10	18	16	29	22	21	26	18	26	18	29	22	21	26	18	26	26	19	18	23	15	23	22	19	30	23	22	27	19	27	27	20	19	24	16	24	23	20	23	20	15	14	13	12
24	17	17	21	13	21	27	20	20	24	16	24	0	11	9	7	13	5	11	20	12	16	16	8	30	29	22	21	26	18	26	24	29	22	21	26	18	26	32	25	24	29	21	29	22	25	30	23	22	27	19	27	33	26	25	30	22	30	23	26	23	26	18	17	16	15
17	10	10	14	6	14	20	20	17	24	16	17	11	0	10	6	6	14	20	20	17	24	16	17	30	22	15	14	19	11	19	20	22	15	14	19	11	19	25	23	20	27	19	22	15	21	23	16	15	20	12	20	26	24	21	28	20	23	16	22	16	22	11	10	9	8
17	10	8	14	6	14	20	17	14	21	13	17	9	10	0	14	6	6	12	17	9	17	13	9	27	21	14	13	18	10	18	19	21	14	13	18	10	18	24	20	19	24	16	21	14	20	22	15	14	19	11	19	25	21	20	25	17	22	15	21	15	21	10	9	8	7
21	14	14	18	10	18	24	24	21	28	20	21	7	6	14	0	10	10	16	24	17	21	20	13	34	26	19	18	23	15	23	24	26	19	18	23	15	23	29	27	24	31	23	26	19	25	27	20	19	24	16	24	30	28	25	32	24	27	20	26	20	26	15	14	13	12
13	6	6	10	2	10	16	16	13	20	12	13	13	6	6	10	0	10	16	16	13	20	12	13	26	18	11	10	15	7	15	16	18	11	10	15	7	15	21	19	16	23	15	18	11	17	19	12	11	16	8	16	22	20	17	24	16	19	12	18	12	18	7	6	5	4
21	14	14	18	10	18	24	17	17	21	13	21	5	14	6	10	10	0	8	17	9	13	13	5	27	26	19	18	23	15	23	21	26	19	18	23	15	23	29	22	21	26	18	26	19	22	27	20	19	24	16	24	30	23	22	27	19	27	20	23	20	23	15	14	13	12
27	20	20	24	16	24	24	17	17	21	13	21	11	20	12	16	16	8	0	11	9	7	13	5	27	32	25	24	29	21	29	21	32	25	24	29	21	29	29	22	21	26	18	26	25	22	33	26	25	30	22	30	30	23	22	27	19	27	26	23	26	23	18	17	16	15
20	20	17	24	16	17	17	10	10	14	6	14	20	20	17	24	16	17	11	0	10	6	6	14	20	25	23	20	27	19	22	14	25	23	20	27	19	22	22	15	14	19	11	19	21	15	26	24	21	28	20	23	23	16	15	20	12	20	22	16	22	16	11	10	9	8
20	17	14	21	13	17	17	10	8	14	6	14	12	17	9	17	13	9	9	10	0	14	6	6	20	24	20	19	24	16	21	13	24	20	19	24	16	21	21	14	13	18	10	18	20	14	25	21	20	25	17	22	22	15	14	19	11	19	21	15	21	15	10	9	8	7
24	24	21	28	20	21	21	14	14	18	10	18	16	24	17	21	20	13	7	6	14	0	10	10	24	29	27	24	31	23	26	18	29	27	24	31	23	26	26	19	18	23	15	23	25	19	30	28	25	32	24	27	27	20	19	24	16	24	26	20	26	20	15	14	13	12
16	16	13	20	12	13	13	6	6	10	2	10	16	16	13	20	12	13	13	6	6	10	0	10	16	21	19	16	23	15	18	10	21	19	16	23	15	18	18	11	10	15	7	15	17	11	22	20	17	24	16	19	19	12	11	16	8	16	18	12	18	12	7	6	5	4
24	17	17	21	13	21	21	14	14	18	10	18	8	17	9	13	13	5	5	14	6	10	10	0	24	29	22	21	26	18	26	18	29	22	21	26	18	26	26	19	18	23	15	23	22	19	30	23	22	27	19	27	27	20	19	24	16	24	23	20	23	20	15	14	13	12
22	30	23	27	26	19	13	12	20	8	16	16	30	30	27	34	26	27	27	20	20	24	16	24	0	35	33	30	37	29	32	24	35	33	30	37	29	32	32	25	24	29	21	29	31	25	36	34	31	38	30	33	33	26	25	30	22	30	32	26	32	26	21	20	19	18
29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	35	0	11	9	7	13	5	12	24	17	17	21	13	21	27	20	20	24	16	24	21	24	29	22	21	26	18	26	32	25	24	29	21	29	22	25	22	25	18	17	16	15
22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	33	11	0	10	6	6	14	17	17	10	10	14	6	14	20	20	17	24	16	17	14	20	22	15	14	19	11	19	25	23	20	27	19	22	15	21	15	21	11	10	9	8
21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	30	9	10	0	14	6	6	9	17	10	8	14	6	14	20	17	14	21	13	17	13	19	21	14	13	18	10	18	24	20	19	24	16	21	14	20	14	20	10	9	8	7
26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	37	7	6	14	0	10	10	17	21	14	14	18	10	18	24	24	21	28	20	21	18	24	26	19	18	23	15	23	29	27	24	31	23	26	19	25	19	25	15	14	13	12
18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	29	13	6	6	10	0	10	13	13	6	6	10	2	10	16	16	13	20	12	13	10	16	18	11	10	15	7	15	21	19	16	23	15	18	11	17	11	17	7	6	5	4
26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	32	5	14	6	10	10	0	9	21	14	14	18	10	18	24	17	17	21	13	21	18	21	26	19	18	23	15	23	29	22	21	26	18	26	19	22	19	22	15	14	13	12
24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	12	17	9	17	13	9	0	20	17	14	21	13	17	17	10	8	14	6	14	19	13	24	20	19	24	16	21	21	14	13	18	10	18	20	14	20	14	10	9	8	7
29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	35	24	17	17	21	13	21	20	0	11	9	7	13	5	11	20	12	16	16	8	21	24	29	22	21	26	18	26	32	25	24	29	21	29	22	25	22	25	18	17	16	15
22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	33	17	10	10	14	6	14	17	11	0	10	6	6	14	20	20	17	24	16	17	14	20	22	15	14	19	11	19	25	23	20	27	19	22	15	21	15	21	11	10	9	8
21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	30	17	10	8	14	6	14	14	9	10	0	14	6	6	12	17	9	17	13	9	13	19	21	14	13	18	10	18	24	20	19	24	16	21	14	20	14	20	10	9	8	7
26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	37	21	14	14	18	10	18	21	7	6	14	0	10	10	16	24	17	21	20	13	18	24	26	19	18	23	15	23	29	27	24	31	23	26	19	25	19	25	15	14	13	12
18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	29	13	6	6	10	2	10	13	13	6	6	10	0	10	16	16	13	20	12	13	10	16	18	11	10	15	7	15	21	19	16	23	15	18	11	17	11	17	7	6	5	4
26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	32	21	14	14	18	10	18	17	5	14	6	10	10	0	8	17	9	13	13	5	18	21	26	19	18	23	15	23	29	22	21	26	18	26	19	22	19	22	15	14	13	12
32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	27	20	20	24	16	24	17	11	20	12	16	16	8	0	11	9	7	13	5	24	21	32	25	24	29	21	29	29	22	21	26	18	26	25	22	25	22	18	17	16	15
25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	20	20	17	24	16	17	10	20	20	17	24	16	17	11	0	10	6	6	14	20	14	25	23	20	27	19	22	22	15	14	19	11	19	21	15	21	15	11	10	9	8
24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	20	17	14	21	13	17	8	12	17	9	17	13	9	9	10	0	14	6	6	19	13	24	20	19	24	16	21	21	14	13	18	10	18	20	14	20	14	10	9	8	7
29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	24	24	21	28	20	21	14	16	24	17	21	20	13	7	6	14	0	10	10	24	18	29	27	24	31	23	26	26	19	18	23	15	23	25	19	25	19	15	14	13	12
21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	16	16	13	20	12	13	6	16	16	13	20	12	13	13	6	6	10	0	10	16	10	21	19	16	23	15	18	18	11	10	15	7	15	17	11	17	11	7	6	5	4
29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	24	17	17	21	13	21	14	8	17	9	13	13	5	5	14	6	10	10	0	21	18	29	22	21	26	18	26	26	19	18	23	15	23	22	19	22	19	15	14	13	12
22	15	14	19	11	19	25	21	20	25	17	22	22	15	14	19	11	19	25	21	20	25	17	22	31	21	14	13	18	10	18	19	21	14	13	18	10	18	24	20	19	24	16	21	0	9	17	10	8	14	6	14	20	17	14	21	13	17	13	19	13	19	10	9	8	7
25	21	20	25	17	22	22	15	14	19	11	19	25	21	20	25	17	22	22	15	14	19	11	19	25	24	20	19	24	16	21	13	24	20	19	24	16	21	21	14	13	18	10	18	9	0	20	17	14	21	13	17	17	10	8	14	6	14	19	13	19	13	10	9	8	7
30	23	22	27	19	27	33	26	25	30	22	30	30	23	22	27	19	27	33	26	25	30	22	30	36	29	22	21	26	18	26	24	29	22	21	26	18	26	32	25	24	29	21	29	17	20	0	11	9	7	13	5	11	20	12	16	16	8	21	24	21	24	18	17	16	15
23	16	15	20	12	20	26	24	21	28	20	23	23	16	15	20	12	20	26	24	21	28	20	23	34	22	15	14	19	11	19	20	22	15	14	19	11	19	25	23	20	27	19	22	10	17	11	0	10	6	6	14	20	20	17	24	16	17	14	20	14	20	11	10	9	8
22	15	14	19	11	19	25	21	20	25	17	22	22	15	14	19	11	19	25	21	20	25	17	22	31	21	14	13	18	10	18	19	21	14	13	18	10	18	24	20	19	24	16	21	8	14	9	10	0	14	6	6	12	17	9	17	13	9	13	19	13	19	10	9	8	7
27	20	19	24	16	24	30	28	25	32	24	27	27	20	19	24	16	24	30	28	25	32	24	27	38	26	19	18	23	15	23	24	26	19	18	23	15	23	29	27	24	31	23	26	14	21	7	6	14	0	10	10	16	24	17	21	20	13	18	24	18	24	15	14	13	12
19	12	11	16	8	16	22	20	17	24	16	19	19	12	11	16	8	16	22	20	17	24	16	19	30	18	11	10	15	7	15	16	18	11	10	15	7	15	21	19	16	23	15	18	6	13	13	6	6	10	0	10	16	16	13	20	12	13	10	16	10	16	7	6	5	4
27	20	19	24	16	24	30	23	22	27	19	27	27	20	19	24	16	24	30	23	22	27	19	27	33	26	19	18	23	15	23	21	26	19	18	23	15	23	29	22	21	26	18	26	14	17	5	14	6	10	10	0	8	17	9	13	13	5	18	21	18	21	15	14	13	12
33	26	25	30	22	30	30	23	22	27	19	27	33	26	25	30	22	30	30	23	22	27	19	27	33	32	25	24	29	21	29	21	32	25	24	29	21	29	29	22	21	26	18	26	20	17	11	20	12	16	16	8	0	11	9	7	13	5	24	21	24	21	18	17	16	15
26	24	21	28	20	23	23	16	15	20	12	20	26	24	21	28	20	23	23	16	15	20	12	20	26	25	23	20	27	19	22	14	25	23	20	27	19	22	22	15	14	19	11	19	17	10	20	20	17	24	16	17	11	0	10	6	6	14	20	14	20	14	11	10	9	8
25	21	20	25	17	22	22	15	14	19	11	19	25	21	20	25	17	22	22	15	14	19	11	19	25	24	20	19	24	16	21	13	24	20	19	24	16	21	21	14	13	18	10	18	14	8	12	17	9	17	13	9	9	10	0	14	6	6	19	13	19	13	10	9	8	7
30	28	25	32	24	27	27	20	19	24	16	24	30	28	25	32	24	27	27	20	19	24	16	24	30	29	27	24	31	23	26	18	29	27	24	31	23	26	26	19	18	23	15	23	21	14	16	24	17	21	20	13	7	6	14	0	10	10	24	18	24	18	15	14	13	12
22	20	17	24	16	19	19	12	11	16	8	16	22	20	17	24	16	19	19	12	11	16	8	16	22	21	19	16	23	15	18	10	21	19	16	23	15	18	18	11	10	15	7	15	13	6	16	16	13	20	12	13	13	6	6	10	0	10	16	10	16	10	7	6	5	4
30	23	22	27	19	27	27	20	19	24	16	24	30	23	22	27	19	27	27	20	19	24	16	24	30	29	22	21	26	18	26	18	29	22	21	26	18	26	26	19	18	23	15	23	17	14	8	17	9	13	13	5	5	14	6	10	10	0	21	18	21	18	15	14	13	12
23	16	15	20	12	20	26	22	21	26	18	23	23	16	15	20	12	20	26	22	21	26	18	23	32	22	15	14	19	11	19	20	22	15	14	19	11	19	25	21	20	25	17	22	13	19	21	14	13	18	10	18	24	20	19	24	16	21	0	9	8	14	10	9	8	7
26	22	21	26	18	23	23	16	15	20	12	20	26	22	21	26	18	23	23	16	15	20	12	20	26	25	21	20	25	17	22	14	25	21	20	25	17	22	22	15	14	19	11	19	19	13	24	20	19	24	16	21	21	14	13	18	10	18	9	0	14	8	10	9	8	7
23	16	15	20	12	20	26	22	21	26	18	23	23	16	15	20	12	20	26	22	21	26	18	23	32	22	15	14	19	11	19	20	22	15	14	19	11	19	25	21	20	25	17	22	13	19	21	14	13	18	10	18	24	20	19	24	16	21	8	14	0	9	10	9	8	7
26	22	21	26	18	23	23	16	15	20	12	20	26	22	21	26	18	23	23	16	15	20	12	20	26	25	21	20	25	17	22	14	25	21	20	25	17	22	22	15	14	19	11	19	19	13	24	20	19	24	16	21	21	14	13	18	10	18	14	8	9	0	10	9	8	7
18	11	10	15	7	15	18	11	10	15	7	15	18	11	10	15	7	15	18	11	10	15	7	15	21	18	11	10	15	7	15	10	18	11	10	15	7	15	18	11	10	15	7	15	10	10	18	11	10	15	7	15	18	11	10	15	7	15	10	10	10	10	0	1	2	3
17	10	9	14	6	14	17	10	9	14	6	14	17	10	9	14	6	14	17	10	9	14	6	14	20	17	10	9	14	6	14	9	17	10	9	14	6	14	17	10	9	14	6	14	9	9	17	10	9	14	6	14	17	10	9	14	6	14	9	9	9	9	1	0	1	2
16	9	8	13	5	13	16	9	8	13	5	13	16	9	8	13	5	13	16	9	8	13	5	13	19	16	9	8	13	5	13	8	16	9	8	13	5	13	16	9	8	13	5	13	8	8	16	9	8	13	5	13	16	9	8	13	5	13	8	8	8	8	2	1	0	1
15	8	7	12	4	12	15	8	7	12	4	12	15	8	7	12	4	12	15	8	7	12	4	12	18	15	8	7	12	4	12	7	15	8	7	12	4	12	15	8	7	12	4	12	7	7	15	8	7	12	4	12	15	8	7	12	4	12	7	7	7	7	3	2	1	0
]
