!Areas:
Windows: [
	!( Nodes )
	( 51 ) 58
	( 52 ) 66
	( 53 ) 63
	( 54 ) 56
	( 55 ) 57
	!Lock all functions in floor 4 to floor 4
	( 5 ) 77
	( 10 ) 83
	( 12 ) 71
	( 23 ) 78
	( 49 ) 80
	( 57 ) 73
]


LockedFunctions: [
	!( Functions Nodes )
	!The emergency department locked to the emercency entrance
	( 1 8  ) 1
	!Reception and pasient information + LMS + Ministry locked to the public entrance
	( 6 26 ) 1
	( 7 26 ) 1
	( 9 26 ) 1
	
	!Floor 1
	( 1 7 ) 1
	( 1 8 ) 1
	( 1 10 ) 1
	( 1 20 ) 1
	( 3 21 ) 1
	( 6 26 ) 1
	( 7 26 ) 1
	( 8 19 ) 1
	( 9 26 ) 1
	( 11 2 ) 1
	( 11 4 ) 1
	( 11 5 ) 1
	( 16 25 ) 1
	( 20 1 ) 1
	( 20 4 ) 1
	( 20 6 ) 1
	( 21 20 ) 1
	( 21 22 ) 1
	( 21 23 ) 1
	( 22 10 ) 1
	( 22 11 ) 1
	( 24 7 ) 1
	( 24 12 ) 1
	( 26 13 ) 1
	( 26 18 ) 1
	( 27 15 ) 1
	( 28 2 ) 1
	( 28 13 ) 1
	( 28 14 ) 1
	( 28 16 ) 1
	( 28 17 ) 1
	( 29 21 ) 1
	( 29 24 ) 1
	( 34 9 ) 1
	( 37 17 ) 1
	( 38 9 ) 1
	( 42 3 ) 1
	( 42 6 ) 1
	( 42 15 ) 1
	
	!Floor 2
	( 4 45 ) 1
	( 4 46 ) 1
	( 4 50 ) 1
	( 14 41 ) 1
	( 15 33 ) 1
	( 15 35 ) 1
	( 15 38 ) 1
	( 17 51 ) 1
	( 18 29 ) 1
	( 18 30 ) 1
	( 18 31 ) 1
	( 19 28 ) 1
	( 19 39 ) 1
	( 19 40 ) 1
	( 25 47 ) 1
	( 25 49 ) 1
	( 31 47 ) 1
	( 32 35 ) 1
	( 32 36 ) 1
	( 32 37 ) 1
	( 39 41 ) 1
	( 40 48 ) 1
	( 40 50 ) 1
	( 41 42 ) 1
	( 41 43 ) 1
	( 44 46 ) 1
	( 45 34 ) 1
	( 46 39 ) 1
	( 46 42 ) 1
	( 46 44 ) 1
	( 48 27 ) 1
	( 48 28 ) 1
	( 48 29 ) 1
	( 48 33 ) 1
	
	!Floor 3
	( 2 54 ) 1
	( 2 58 ) 1
	( 33 61 ) 1
	( 35 59 ) 1
	( 35 62 ) 1
	( 35 64 ) 1
	( 36 67 ) 1
	( 36 70 ) 1
	( 47 68 ) 1
	( 47 69 ) 1
	( 50 52 ) 1
	( 50 53 ) 1
	( 50 60 ) 1
	( 51 58 ) 1
	( 52 65 ) 1
	( 52 66 ) 1
	( 53 61 ) 1
	( 53 62 ) 1
	( 53 63 ) 1
	( 54 55 ) 1
	( 54 56 ) 1
	( 55 52 ) 1
	( 55 55 ) 1
	( 55 57 ) 1
	
	!Floor 4
	( 5 75 ) 1
	( 5 76 ) 1
	( 5 77 ) 1
	( 10 81 ) 1
	( 10 82 ) 1
	( 10 83 ) 1
	( 12 71 ) 1
	( 12 74 ) 1
	( 23 73 ) 1
	( 23 78 ) 1
	( 49 72 ) 1
	( 49 79 ) 1
	( 49 80 ) 1
	( 49 82 ) 1
	( 57 73 ) 1
	
]

LockedMinimumFraction: [
	!( Functions Nodes ) Fraction
	
]

LockFloor : [
	( 1 1 ) 1
	( 1 3 ) 1
	( 1 6 ) 1
	( 1 7 ) 1
	( 1 8 ) 1
	( 1 9 ) 1
	( 1 11 ) 1
	( 1 16 ) 1
	( 1 20 ) 1
	( 1 21 ) 1
	( 1 22 ) 1
	( 1 24 ) 1
	( 1 26 ) 1
	( 1 27 ) 1
	( 1 28 ) 1
	( 1 29 ) 1
	( 1 34 ) 1
	( 1 37 ) 1
	( 1 38 ) 1
	( 1 42 ) 1
	( 2 4 ) 1
	( 2 14 ) 1
	( 2 15 ) 1
	( 2 17 ) 1
	( 2 18 ) 1
	( 2 19 ) 1
	( 2 25 ) 1
	( 2 31 ) 1
	( 2 32 ) 1
	( 2 39 ) 1
	( 2 40 ) 1
	( 2 41 ) 1
	( 2 44 ) 1
	( 2 45 ) 1
	( 2 46 ) 1
	( 2 48 ) 1
	( 3 2 ) 1
	( 3 33 ) 1
	( 3 35 ) 1
	( 3 36 ) 1
	( 3 47 ) 1
	( 3 50 ) 1
	( 3 51 ) 1
	( 3 52 ) 1
	( 3 53 ) 1
	( 3 54 ) 1
	( 3 55 ) 1
	( 4 5 ) 1
	( 4 10 ) 1
	( 4 12 ) 1
	( 4 23 ) 1
	( 4 49 ) 1
	( 4 57 ) 1
	( 5 13 ) 1
	( 5 30 ) 1
	( 5 43 ) 1
	( 5 56 ) 1
]

LockNotFloor : []
LockSameFloor : []
