!Areas:
Windows: [
	!( Nodes )
	( 54 ) 59
	( 55 ) 66
	!Lock all functions in floor 5 to floor 5 (node 85)
	( 13 ) 85
	( 30 ) 85
	( 43 ) 85
	( 56 ) 85
]


LockedFunctions: [
	!( Functions Nodes )
	!The emergency department locked to the emercency entrance
	( 1 8  ) 1
	!Reception and pasient information + LMS + Ministry locked to the public entrance
	( 6 26 ) 1
	( 7 26 ) 1
	( 9 26 ) 1
	
	!Floor 1
	( 1 8 ) 1
	( 1 9 ) 1
	( 1 10 ) 1
	( 1 11 ) 1
	( 3 21 ) 1
	( 6 26 ) 1
	( 7 26 ) 1
	( 8 19 ) 1
	( 8 20 ) 1
	( 8 22 ) 1
	( 9 26 ) 1
	( 11 7 ) 1
	( 11 10 ) 1
	( 11 12 ) 1
	( 16 25 ) 1
	( 20 1 ) 1
	( 20 6 ) 1
	( 21 19 ) 1
	( 21 24 ) 1
	( 22 13 ) 1
	( 22 18 ) 1
	( 24 20 ) 1
	( 26 16 ) 1
	( 26 17 ) 1
	( 27 2 ) 1
	( 28 2 ) 1
	( 28 3 ) 1
	( 28 4 ) 1
	( 28 5 ) 1
	( 28 6 ) 1
	( 29 21 ) 1
	( 29 23 ) 1
	( 34 15 ) 1
	( 37 15 ) 1
	( 38 3 ) 1
	( 42 13 ) 1
	( 42 14 ) 1
	( 42 16 ) 1
	
	!Floor 2
	( 4 47 ) 1
	( 4 48 ) 1
	( 4 49 ) 1
	( 14 29 ) 1
	( 15 30 ) 1
	( 15 32 ) 1
	( 17 51 ) 1
	( 18 34 ) 1
	( 18 36 ) 1
	( 18 46 ) 1
	( 19 41 ) 1
	( 19 42 ) 1
	( 19 44 ) 1
	( 25 46 ) 1
	( 31 47 ) 1
	( 32 35 ) 1
	( 32 36 ) 1
	( 32 37 ) 1
	( 39 41 ) 1
	( 40 42 ) 1
	( 40 43 ) 1
	( 41 28 ) 1
	( 41 31 ) 1
	( 44 40 ) 1
	( 45 39 ) 1
	( 46 39 ) 1
	( 46 45 ) 1
	( 46 50 ) 1
	( 48 27 ) 1
	( 48 28 ) 1
	( 48 29 ) 1
	( 48 33 ) 1
	
	!Floor 3
	( 2 67 ) 1
	( 2 68 ) 1
	( 2 69 ) 1
	( 33 67 ) 1
	( 35 60 ) 1
	( 35 61 ) 1
	( 35 63 ) 1
	( 36 54 ) 1
	( 36 55 ) 1
	( 36 56 ) 1
	( 47 54 ) 1
	( 47 57 ) 1
	( 50 52 ) 1
	( 50 53 ) 1
	( 50 60 ) 1
	( 51 58 ) 1
	( 52 59 ) 1
	( 52 65 ) 1
	( 53 61 ) 1
	( 53 62 ) 1
	( 53 64 ) 1
	( 54 59 ) 1
	( 54 62 ) 1
	( 55 66 ) 1
	( 55 68 ) 1
	
]

LockedMinimumFraction: [
	!( Functions Nodes ) Fraction
	
]

LockFloor : [
	( 1 1 ) 1
	( 1 3 ) 1
	( 1 6 ) 1
	( 1 7 ) 1
	( 1 8 ) 1
	( 1 9 ) 1
	( 1 11 ) 1
	( 1 16 ) 1
	( 1 20 ) 1
	( 1 21 ) 1
	( 1 22 ) 1
	( 1 24 ) 1
	( 1 26 ) 1
	( 1 27 ) 1
	( 1 28 ) 1
	( 1 29 ) 1
	( 1 34 ) 1
	( 1 37 ) 1
	( 1 38 ) 1
	( 1 42 ) 1
	( 2 4 ) 1
	( 2 14 ) 1
	( 2 15 ) 1
	( 2 17 ) 1
	( 2 18 ) 1
	( 2 19 ) 1
	( 2 25 ) 1
	( 2 31 ) 1
	( 2 32 ) 1
	( 2 39 ) 1
	( 2 40 ) 1
	( 2 41 ) 1
	( 2 44 ) 1
	( 2 45 ) 1
	( 2 46 ) 1
	( 2 48 ) 1
	( 3 2 ) 1
	( 3 33 ) 1
	( 3 35 ) 1
	( 3 36 ) 1
	( 3 47 ) 1
	( 3 50 ) 1
	( 3 51 ) 1
	( 3 52 ) 1
	( 3 53 ) 1
	( 3 54 ) 1
	( 3 55 ) 1
	( 4 5 ) 1
	( 4 10 ) 1
	( 4 12 ) 1
	( 4 23 ) 1
	( 4 49 ) 1
	( 4 57 ) 1
	( 5 13 ) 1
	( 5 30 ) 1
	( 5 43 ) 1
	( 5 56 ) 1
]

LockNotFloor : []
LockSameFloor : []
